car_id,price,Kilometers,hp,Brand,Sport,age,Users,gas,Metalilic,CC,Weight,QuartTax,Automatic,red,Owner_gender,door
1064,20050,139800,110,4,NO,31,2,352,NO,1800,1165,100,YES,NO,F,2
3044,15810,131890,90,4,YES,32,1,584,NO,1900,1186,160,YES,NO,M,4
1280,15070,202550,90,4,NO,32,1,438,YES,2200,1250,270,YES,NO,M,4
894,15990,119690,110,4,NO,30,1,,NO,2000,1195,190,YES,NO,M,4
3564,8120,153210,90,2,NO,31,1,345,NO,1900,1195,160,NO,NO,M,4
1887,19950,137220,110,4,NO,32,2,353,NO,1600,1165,100,YES,NO,F,2
1407,31080,104680,192,5,NO,31,1,342,NO,2000,1195,160,YES,NO,M,4
668,15170,139770,192,2,YES,29,2,488,NO,1900,1186,120,YES,NO,M,4
4830,18840,106960,192,5,NO,30,3,392,NO,1600,1165,100,YES,NO,F,2
4669,13100,141310,110,1,NO,31,2,325,NO,1800,1170,120,YES,NO,F,4
17,20200,103730,192,6,NO,32,1,356,NO,2000,1195,190,YES,NO,M,4
2503,16970,126640,110,3,NO,31,2,296,NO,1900,1186,120,YES,NO,M,4
793,8650,108960,110,2,YES,33,2,558,NO,1900,,120,NO,NO,M,4
1332,15900,102730,70,6,NO,31,2,432,NO,1800,1170,120,YES,NO,F,4
3045,11570,,90,2,NO,32,1,414,NO,2000,1195,190,YES,YES,M,4
3628,8780,156250,90,1,YES,30,1,596,NO,1900,1186,160,NO,YES,M,4
591,17220,215390,192,5,NO,31,1,344,YES,2200,,270,YES,NO,M,4
3864,16680,145830,192,4,NO,32,1,358,NO,1900,1195,160,YES,NO,M,4
1485,10130,123180,90,5,NO,29,1,393,NO,2000,1195,190,NO,NO,M,4
4176,16220,111460,90,2,YES,31,1,517,NO,1900,,160,YES,NO,M,4
1050,16660,126700,110,5,NO,30,2,339,NO,1600,1165,100,YES,NO,F,2
1008,11080,121500,110,5,YES,32,2,617,NO,1900,1186,120,NO,NO,M,4
3279,13740,146500,110,4,NO,30,1,290,YES,2200,1250,210,YES,NO,M,4
3345,26230,176430,192,4,YES,30,1,457,YES,2200,1250,80,YES,NO,M,4
1365,19130,120490,192,1,NO,30,1,382,NO,2000,1195,190,YES,NO,M,4
328,15040,127730,192,1,YES,29,2,538,NO,1900,1186,120,YES,NO,M,4
4114,15360,117010,192,3,YES,31,1,543,NO,2200,1195,190,YES,YES,M,4
3635,17570,105380,110,6,YES,31,2,500,NO,1800,1170,120,YES,NO,F,4
2569,12260,,110,3,NO,30,2,375,NO,1800,1170,100,YES,NO,F,4
3396,18530,121780,90,5,NO,32,1,341,NO,2000,1195,190,YES,NO,M,4
4162,15070,135960,90,4,NO,31,2,392,NO,1800,1170,120,YES,NO,F,4
983,12200,121780,90,6,NO,31,1,323,NO,2000,1195,190,NO,NO,M,4
4849,14960,121710,192,3,NO,31,2,304,NO,1800,1170,120,YES,NO,F,4
421,15880,138610,192,2,YES,30,2,522,NO,1800,1170,100,YES,NO,F,4
1732,13190,,90,2,YES,30,1,463,NO,2200,1195,190,YES,YES,M,4
2531,8090,129810,110,1,YES,31,1,514,NO,1900,1186,160,NO,NO,M,4
1155,18730,109110,110,6,YES,29,2,626,NO,1900,1170,120,YES,YES,M,4
4076,16910,157420,90,3,YES,31,1,573,NO,2000,,160,YES,NO,M,4
3683,19270,157880,192,4,NO,31,2,390,NO,1800,1170,100,YES,NO,F,4
1690,18510,129290,192,1,NO,32,3,376,NO,1600,1165,100,YES,YES,F,2
3342,22110,126440,192,6,NO,32,1,363,NO,2000,1195,160,YES,NO,M,4
951,15430,196040,192,1,NO,31,1,394,YES,2200,1250,270,YES,NO,M,4
3820,16520,143400,90,6,NO,30,1,331,NO,2000,1195,160,YES,YES,M,4
5133,13440,150310,90,1,NO,31,1,343,NO,2000,1195,160,YES,NO,M,4
4654,11160,105290,192,2,NO,32,1,286,NO,2000,1195,190,NO,NO,M,4
3101,24210,114550,192,5,YES,30,2,562,NO,1900,1170,120,YES,NO,M,4
1097,9720,132480,90,4,YES,32,1,519,NO,2200,1195,190,NO,YES,M,4
3346,13930,147980,110,1,YES,31,2,540,NO,1800,1170,120,YES,NO,F,4
3906,10030,108760,192,1,YES,32,2,384,NO,1800,1170,120,NO,NO,M,4
1310,21530,134170,192,5,NO,31,2,321,NO,1800,,100,YES,YES,F,4
3607,12400,158340,192,5,NO,30,1,358,YES,2200,1250,80,NO,NO,M,4
3850,21170,122330,192,4,YES,31,1,537,NO,2200,1195,190,YES,NO,M,4
2273,15210,115610,110,4,YES,31,1,570,YES,2200,,80,YES,NO,M,4
2090,15940,112950,110,4,NO,30,1,411,NO,1900,1186,160,YES,NO,M,4
3714,16130,145130,90,3,YES,31,1,487,NO,2000,1195,190,YES,NO,M,4
2222,19580,151690,192,4,NO,30,2,383,NO,1600,,100,YES,YES,F,2
4700,10040,133680,110,6,NO,30,1,350,YES,2200,1250,210,NO,NO,M,4
4930,18490,150070,192,3,YES,31,2,552,NO,1800,1170,100,YES,NO,F,4
1285,15400,104520,110,4,NO,33,3,363,NO,1600,1165,100,YES,NO,F,2
3632,11100,131410,90,5,YES,30,1,575,NO,2000,,160,NO,NO,M,4
2006,14960,149730,110,4,NO,32,1,389,NO,2000,1195,160,YES,NO,M,4
5019,9370,141780,110,1,YES,32,1,516,NO,2000,,190,NO,NO,M,4
4762,20930,117130,192,6,NO,31,1,403,YES,2200,1195,210,YES,NO,M,4
3478,15040,132810,90,4,YES,33,2,472,NO,1900,1186,120,YES,NO,M,4
320,11980,137190,90,5,YES,33,3,488,NO,1600,1165,100,NO,NO,F,2
2065,13040,,90,5,NO,32,1,316,YES,2200,1250,210,YES,NO,M,4
3060,11020,110320,192,3,NO,31,2,,NO,1800,1165,100,NO,NO,F,2
5011,12860,113480,90,1,NO,30,2,368,NO,1800,1170,120,YES,YES,F,4
4625,13000,119470,192,5,YES,31,1,623,NO,2200,1195,190,NO,NO,M,4
747,19450,143490,192,1,YES,30,2,502,NO,1900,1170,120,YES,NO,M,4
2451,10440,143790,90,4,NO,33,1,362,NO,1900,1186,160,NO,NO,M,4
119,16940,123990,110,6,NO,33,1,370,YES,2200,,80,YES,NO,M,4
1232,18720,107100,192,5,YES,32,1,522,NO,1900,1186,160,YES,NO,M,4
995,13080,,90,6,YES,29,2,553,NO,1800,1165,100,YES,NO,F,2
2776,9970,,192,6,YES,31,1,,NO,2000,1195,190,NO,NO,M,4
4918,14290,159370,110,4,YES,30,1,535,NO,1900,1186,120,YES,NO,M,4
2168,16610,146380,70,4,NO,31,1,375,YES,2200,1250,80,YES,NO,M,4
454,13050,124940,110,1,YES,32,1,390,NO,1900,1186,160,YES,YES,M,4
5175,14180,120270,90,2,NO,31,1,374,NO,2000,1195,190,YES,NO,M,4
802,14810,127130,110,2,NO,32,1,338,NO,1900,1186,160,YES,NO,M,4
2110,21040,107940,192,5,YES,33,2,482,NO,1800,1170,100,YES,NO,F,4
10,12960,,90,5,NO,31,1,303,NO,2200,1195,190,YES,NO,M,4
1329,50100,151240,192,4,YES,31,3,500,NO,1600,1165,100,YES,NO,F,2
369,13720,112940,90,2,NO,31,1,344,NO,2200,1195,190,YES,NO,M,4
4455,13370,127850,90,2,YES,31,2,609,NO,1800,,100,YES,NO,F,4
5012,14660,112950,110,1,YES,30,2,485,NO,1900,1170,120,YES,YES,M,4
99,20170,112200,192,6,NO,33,1,309,NO,2000,1195,160,YES,NO,M,4
1361,15340,237900,110,5,NO,33,1,378,YES,2200,1250,80,YES,NO,M,4
43,52820,144450,192,6,NO,31,1,362,NO,2000,1195,190,YES,NO,M,4
1112,11440,157550,192,4,YES,31,2,608,NO,1900,1170,120,NO,YES,M,4
3131,18600,146100,70,6,NO,29,1,387,YES,2200,1250,80,YES,NO,M,4
1137,8350,108800,110,2,NO,32,1,363,YES,2200,1250,80,NO,NO,M,4
1012,14100,114760,192,2,YES,30,1,623,YES,2200,1250,80,YES,YES,M,4
2969,18390,114550,192,5,YES,31,1,481,NO,1900,1186,160,YES,NO,M,4
4469,11780,115210,110,6,YES,31,1,490,NO,1900,1186,160,NO,NO,M,4
2959,15720,131840,90,6,NO,30,1,318,YES,2200,1250,80,YES,NO,M,4
3207,13920,146090,192,6,YES,30,3,517,NO,1600,1165,100,NO,NO,F,2
5224,14580,194300,110,1,NO,30,1,342,YES,2200,,270,YES,NO,M,4
3791,16670,117920,90,4,NO,31,1,316,NO,2000,1195,190,YES,NO,M,4
997,13800,124890,110,3,NO,30,1,375,NO,2000,1195,160,YES,NO,M,4
2551,22640,122830,192,6,NO,33,2,364,NO,1800,1170,100,YES,NO,F,4
5172,10930,103850,90,5,NO,30,1,302,YES,2200,,80,NO,NO,M,4
1703,16730,103380,110,3,NO,31,2,383,NO,1900,1186,120,YES,NO,M,4
2392,17740,114120,192,3,YES,31,1,547,NO,1900,1186,160,YES,NO,M,4
700,17230,107720,110,4,NO,32,3,277,NO,1600,1165,100,YES,NO,F,2
125,20100,,192,6,NO,31,2,291,NO,1800,1165,100,YES,YES,F,2
134,19160,147140,90,4,NO,30,3,299,NO,1600,1165,100,YES,NO,F,2
2486,15300,160290,90,5,NO,32,2,354,NO,1900,1170,120,YES,NO,F,4
1654,17240,130930,110,6,NO,33,1,,YES,2200,1250,80,YES,NO,M,4
2092,10470,107060,192,1,YES,32,2,487,NO,1800,1165,100,NO,NO,F,2
2644,10980,,110,2,NO,30,2,275,NO,1800,1170,100,YES,NO,F,4
4135,11120,140570,192,4,YES,31,1,479,NO,2000,,190,NO,NO,M,4
4171,8360,145650,90,4,NO,30,2,345,NO,1900,1170,120,NO,NO,F,4
3059,18120,157260,90,6,YES,31,2,511,NO,1800,1165,100,YES,NO,F,4
2727,13230,121740,90,2,YES,31,1,429,NO,2000,1195,190,YES,YES,M,4
481,12780,152480,90,6,YES,32,1,603,NO,1900,1186,160,NO,YES,M,4
3390,11130,152000,192,1,YES,32,2,419,NO,1800,,100,NO,NO,F,4
1971,17770,114300,192,3,YES,33,2,497,NO,1800,1170,120,YES,NO,F,4
2797,10340,151580,90,4,YES,31,2,508,NO,1900,,120,NO,YES,M,4
945,14980,142480,90,5,YES,32,1,546,NO,1900,1186,160,YES,NO,M,4
1142,16810,121060,192,2,NO,31,2,342,NO,1900,1186,120,YES,NO,M,4
2643,16990,105020,110,5,NO,31,1,377,NO,2000,1195,160,YES,NO,M,4
3063,12070,,70,5,YES,32,1,576,YES,2200,1250,80,YES,NO,M,4
1493,19040,118000,192,3,NO,32,1,404,NO,2000,,160,YES,NO,M,4
1352,16560,149180,192,2,NO,30,2,278,NO,1800,1170,100,YES,NO,F,4
2093,14730,159070,110,4,YES,32,1,572,NO,2000,,190,YES,NO,M,4
1704,12460,159780,70,2,NO,30,2,338,NO,1600,1165,100,YES,NO,F,2
1871,12550,112460,192,6,YES,30,1,587,YES,2200,1250,80,NO,YES,M,4
384,15190,152600,110,3,YES,33,1,599,YES,2200,1250,80,YES,NO,M,4
566,15550,160880,192,4,YES,31,1,449,YES,2200,,80,YES,NO,M,4
299,13170,,192,2,NO,32,1,348,NO,1900,1186,160,YES,NO,M,4
4362,11680,139250,110,5,YES,31,2,581,NO,1900,1170,120,NO,NO,M,4
4585,14180,144750,90,3,NO,31,3,340,NO,1600,1165,100,YES,YES,F,2
1501,8680,134790,70,4,NO,31,1,364,NO,1900,1186,120,NO,YES,M,4
4682,13380,132980,90,1,NO,31,1,337,YES,2200,1250,80,YES,NO,M,4
2359,12400,161110,192,5,YES,30,1,473,NO,1900,,160,NO,YES,M,4
2973,20970,139090,192,6,NO,31,1,340,NO,2000,1195,190,YES,NO,M,4
4138,19690,144540,110,6,NO,32,1,316,YES,2200,1195,210,YES,NO,M,4
513,6580,147390,90,1,NO,31,1,306,NO,2000,,160,NO,NO,M,4
488,20440,152370,192,6,NO,32,2,333,NO,1800,1165,100,YES,NO,F,2
3681,15590,141310,110,4,NO,32,2,340,NO,1800,1170,120,YES,NO,F,4
631,10830,114530,192,2,YES,31,1,618,NO,2000,1195,190,NO,NO,M,4
4893,12580,140260,90,1,NO,31,2,382,NO,1800,1170,100,YES,NO,F,4
2876,16070,158210,110,1,YES,32,2,466,NO,1800,1170,120,YES,YES,F,4
4453,11860,134450,192,4,NO,33,1,346,NO,1900,1186,160,NO,NO,M,4
1104,13590,133790,110,1,NO,33,1,331,YES,2200,1250,80,YES,NO,M,4
1051,15810,161440,110,6,NO,32,3,,NO,1600,1165,100,YES,NO,F,2
1376,9380,107860,90,3,NO,31,1,314,NO,2000,1195,190,NO,NO,M,4
3156,12670,111070,192,5,NO,31,1,346,YES,2200,1250,80,NO,NO,M,4
2542,13810,139380,90,1,NO,30,1,377,NO,2200,1195,190,YES,NO,M,4
500,17550,147170,90,5,YES,29,1,534,NO,2000,1195,160,YES,YES,M,4
3075,12190,139990,192,4,NO,31,2,365,NO,1800,1170,100,NO,NO,F,4
1925,6880,119470,90,1,YES,31,1,567,NO,2000,1195,160,NO,YES,M,4
4131,13690,159280,192,5,YES,33,2,482,NO,1800,1165,100,NO,NO,F,2
4518,15220,154230,70,4,NO,32,2,377,NO,1800,1170,100,YES,NO,F,4
4824,20440,106070,192,4,NO,31,2,361,NO,1800,1170,120,YES,NO,F,4
257,17790,119140,192,2,NO,30,1,371,NO,2200,1195,190,YES,NO,M,4
4988,22230,226270,192,6,NO,32,1,410,YES,2200,,80,YES,NO,M,4
4998,16030,108890,110,4,YES,31,1,404,NO,2200,1195,190,YES,YES,M,4
2444,12010,150900,192,5,YES,31,2,467,NO,1800,1165,100,NO,NO,F,2
1836,23790,143500,192,5,NO,31,2,335,NO,1800,1170,100,YES,NO,F,4
4078,15280,150880,90,4,NO,32,2,335,NO,1900,,120,YES,NO,M,4
2201,10740,127480,110,4,NO,32,2,381,NO,1800,1170,100,NO,YES,F,4
2540,8000,,110,2,NO,31,1,,NO,1900,1186,160,NO,NO,M,4
3046,15750,147820,90,3,NO,32,2,316,NO,1600,1165,100,YES,NO,F,2
424,13090,104590,70,5,NO,33,2,334,NO,1800,,100,YES,YES,F,4
4442,17770,125870,192,3,YES,32,2,582,NO,1800,1170,120,YES,NO,F,4
1903,21810,103820,192,4,NO,31,1,364,NO,1900,1195,160,YES,NO,M,4
2673,17740,136270,90,6,NO,33,2,365,NO,1800,1170,100,YES,NO,F,4
1502,13350,127290,110,1,YES,31,2,437,NO,1800,1170,120,YES,NO,F,4
3277,21580,152430,192,6,YES,31,1,464,YES,2200,1250,80,YES,NO,M,4
4606,17390,138210,192,4,NO,31,2,375,NO,1800,1170,120,YES,NO,F,4
5078,16070,122040,110,3,NO,34,1,344,YES,2200,1195,210,YES,NO,M,4
2366,15780,149410,90,3,NO,32,2,348,NO,1900,1186,120,YES,NO,M,4
1712,16240,112370,90,4,NO,32,1,382,NO,1900,1186,120,YES,NO,M,4
4612,17390,114120,192,4,YES,32,1,519,NO,2000,1195,160,YES,NO,M,4
1334,9900,152200,90,4,NO,30,2,414,NO,1800,1170,100,NO,NO,F,4
3383,14660,148190,90,3,YES,32,1,528,NO,2200,1195,190,YES,YES,M,4
3446,14480,114260,90,3,YES,32,2,508,NO,1900,1186,120,YES,NO,M,4
4478,14460,142490,110,3,NO,31,2,332,NO,1900,1186,120,YES,NO,M,4
1094,27300,160630,192,6,NO,32,3,367,NO,1600,1165,100,YES,NO,F,2
1624,13840,108900,110,1,NO,33,3,358,NO,1600,1165,100,YES,NO,F,2
2491,11320,,90,2,NO,33,2,335,NO,1800,1170,100,YES,NO,F,4
1325,10720,135490,90,4,NO,32,1,376,NO,1900,1195,160,NO,NO,M,4
3556,23890,131690,192,6,NO,32,2,316,NO,1800,1170,100,YES,NO,F,4
2961,18500,135160,70,6,NO,32,1,345,NO,2200,1195,190,YES,NO,M,4
1284,17300,118520,192,3,NO,32,3,377,NO,1600,1165,100,YES,NO,F,2
1757,15850,139820,110,6,YES,31,2,464,NO,1800,1170,100,YES,NO,F,4
931,19010,109230,110,6,NO,32,2,402,NO,1900,1170,120,YES,NO,F,4
3023,13690,129620,90,5,NO,30,3,357,NO,1600,1165,100,YES,NO,F,2
2200,11350,144140,192,3,YES,33,1,516,YES,2200,1195,210,NO,NO,M,4
172,10180,143010,192,1,NO,32,1,323,NO,2000,,190,NO,NO,M,4
3062,18050,,192,5,YES,32,2,479,NO,1900,,120,YES,YES,M,4
2555,16950,122960,192,4,YES,32,1,461,NO,1900,,160,YES,NO,M,4
4836,13230,155110,192,5,YES,31,2,532,NO,1800,1170,100,NO,YES,F,4
2147,13110,,90,5,YES,31,1,458,NO,2000,1195,190,YES,YES,M,4
3436,15320,132490,110,2,NO,31,1,357,YES,2200,1250,80,YES,NO,M,4
5023,8020,158060,110,1,NO,32,1,284,NO,2000,,190,NO,NO,M,4
4028,11940,157530,90,5,NO,32,2,294,NO,1800,1165,100,NO,NO,F,2
2269,13110,132620,110,2,NO,32,1,301,NO,2000,1195,190,YES,NO,M,4
4651,15220,120490,90,5,YES,33,1,455,NO,1900,1186,160,YES,NO,M,4
46,15170,148910,70,6,NO,32,2,,NO,1900,1170,120,YES,NO,F,4
2378,17320,161800,192,2,NO,31,1,409,NO,2000,1195,160,YES,YES,M,4
1031,17640,140830,192,3,YES,32,2,529,NO,1800,1165,100,YES,NO,F,2
4183,18480,130660,192,4,NO,31,2,295,NO,1800,1165,100,YES,NO,F,2
2642,9250,129030,110,2,YES,31,1,543,NO,1900,1186,160,NO,NO,M,4
249,8290,107800,90,2,NO,32,2,405,NO,1800,1165,100,NO,YES,F,2
4258,11480,125150,90,5,YES,31,3,543,NO,1600,1165,100,NO,NO,F,2
2652,14600,134910,110,2,YES,31,1,553,NO,1900,1186,160,YES,YES,M,4
4633,13330,120440,90,2,YES,33,2,494,NO,1800,1170,120,YES,YES,F,4
304,13940,155050,70,1,NO,30,2,349,NO,1600,1165,100,YES,NO,F,2
2154,10890,127350,110,4,NO,33,1,369,NO,1900,1186,160,NO,NO,M,4
3228,16470,154710,192,3,NO,31,2,,NO,1800,,120,YES,NO,F,4
5169,17490,146290,192,1,YES,32,1,389,NO,1900,1186,120,YES,NO,M,4
1518,16100,160080,110,4,YES,32,2,546,NO,1600,1165,100,YES,NO,F,2
2216,17120,137530,90,4,NO,32,1,357,NO,2000,1195,160,YES,NO,M,4
2530,15800,157950,110,5,NO,32,2,351,NO,1900,1186,120,YES,NO,M,4
1956,15440,150680,110,6,YES,32,2,475,NO,1800,1170,100,YES,NO,F,4
4891,15190,145420,90,3,YES,31,1,564,NO,2000,1195,190,YES,YES,M,4
752,10710,120830,90,6,NO,33,1,365,NO,2000,1195,160,NO,NO,M,4
797,17240,153540,192,2,NO,31,1,282,NO,2000,1195,190,YES,NO,M,4
3049,11500,132260,192,4,NO,32,2,317,NO,1800,1170,100,NO,NO,F,4
1510,19670,114000,192,5,YES,31,2,556,NO,1900,1186,120,YES,YES,M,4
1794,13770,132300,110,3,NO,32,3,322,NO,1600,1165,100,YES,NO,F,2
783,13040,114150,90,2,YES,32,1,529,NO,2000,1195,160,YES,NO,M,4
4190,9520,113830,90,4,NO,32,1,352,YES,2200,1250,210,NO,NO,M,4
2723,9470,105040,90,4,NO,31,3,262,NO,1600,1165,100,NO,NO,F,2
3246,17400,145930,90,6,YES,31,1,576,NO,2000,,190,YES,YES,M,4
3573,14130,130360,90,4,NO,31,1,322,NO,2000,1195,160,YES,YES,M,4
3646,18940,116140,192,5,NO,33,2,349,NO,1800,1170,100,YES,NO,F,4
600,13610,105820,90,1,YES,31,2,609,NO,1800,1165,100,YES,NO,F,2
1277,14630,142820,110,3,NO,32,3,357,NO,1600,1165,100,YES,YES,F,2
556,18480,140740,192,3,YES,31,2,,NO,1800,1170,100,YES,NO,F,4
2420,6820,131460,90,1,YES,31,1,606,NO,2000,1195,160,NO,NO,M,4
2926,9500,131140,90,3,NO,31,1,279,NO,2000,1195,160,NO,YES,M,4
288,18430,115570,192,3,NO,31,1,311,YES,2200,1250,80,YES,NO,M,4
3810,10030,158070,192,1,YES,33,2,478,NO,1900,1186,120,NO,YES,M,4
2044,8860,147600,90,3,NO,32,2,267,NO,1800,1170,120,NO,NO,F,4
1919,10530,111240,192,4,NO,33,1,397,NO,2000,1195,190,NO,NO,M,4
3580,15100,146330,110,5,NO,31,2,420,NO,1900,1186,120,YES,NO,M,4
2328,23440,140710,192,5,NO,32,1,349,YES,2200,1250,80,YES,NO,M,4
4209,9280,111680,110,3,YES,33,3,448,NO,1600,1165,100,NO,YES,F,2
757,13870,128220,90,6,NO,31,1,318,NO,2000,1195,190,YES,NO,M,4
4870,14650,145200,90,4,YES,32,1,538,NO,1900,1186,160,YES,YES,M,4
3611,7290,110150,90,4,NO,32,2,387,NO,1900,,120,NO,NO,F,4
3247,12240,149400,192,5,YES,32,2,597,NO,1800,1170,120,NO,NO,M,4
2633,9550,139780,110,3,NO,32,2,416,NO,1800,1170,120,NO,NO,F,4
3549,15280,109180,192,4,YES,33,1,479,NO,1900,1186,160,YES,NO,M,4
658,7850,141170,90,3,YES,32,1,629,NO,2000,1195,190,NO,YES,M,4
1098,8780,,70,6,NO,32,2,420,NO,1900,1170,120,NO,NO,F,4
794,10830,121870,192,3,NO,31,2,340,NO,1800,1170,120,NO,NO,F,4
3651,13930,107180,90,3,YES,33,1,455,NO,2000,,190,YES,NO,M,4
1144,16440,160380,192,3,YES,32,3,487,NO,1600,1165,100,YES,NO,F,2
3269,13830,137210,90,2,YES,34,1,584,NO,1900,1186,160,YES,NO,M,4
4341,19670,159600,192,6,YES,32,2,547,NO,1900,1170,120,YES,NO,M,4
5100,11830,111700,192,2,NO,31,1,362,YES,2200,,80,NO,NO,M,4
856,18960,148370,192,2,NO,31,3,310,NO,1600,1165,100,YES,NO,F,2
3515,48800,128910,192,6,YES,30,2,517,NO,1800,,120,YES,NO,F,4
2883,16420,117520,90,4,NO,32,2,360,NO,1800,1170,100,YES,NO,F,4
5067,16830,151820,192,2,YES,32,1,,NO,1900,1186,160,YES,NO,M,4
1916,9920,141920,90,4,YES,31,1,446,YES,2200,1250,210,NO,YES,M,4
2479,14750,163260,90,5,NO,30,1,365,NO,1900,1186,160,YES,NO,M,4
2113,11890,111890,110,6,NO,31,2,327,NO,1800,1170,100,NO,NO,F,4
1189,4760,127050,110,1,NO,32,2,379,NO,1900,1170,120,NO,NO,F,4
2509,20660,162180,192,5,NO,32,1,341,NO,1900,1195,160,YES,NO,M,4
1559,12410,126230,192,4,YES,32,1,510,NO,2000,1195,190,NO,NO,M,4
3930,15280,117600,110,5,YES,32,2,505,NO,1800,1165,100,YES,NO,F,2
1316,16210,161100,110,6,YES,32,2,578,NO,1900,1170,120,YES,YES,M,4
3450,18530,141310,70,6,YES,31,1,671,NO,1900,1195,160,YES,NO,M,4
4683,13390,147070,70,1,NO,32,2,351,NO,1800,1165,100,YES,NO,F,2
2875,10800,146700,90,5,YES,33,1,562,NO,1900,1186,160,NO,NO,M,4
809,15400,109750,110,4,YES,32,1,537,NO,1900,1186,160,YES,NO,M,4
3507,11110,143870,90,5,NO,32,1,372,NO,1900,1186,120,NO,NO,M,4
2578,18370,115860,192,2,NO,32,1,297,NO,2200,1195,210,YES,NO,M,4
2167,15190,126280,70,3,NO,33,1,415,NO,2200,1195,190,YES,NO,M,4
1760,17380,227950,192,4,YES,32,1,485,YES,2200,1250,270,YES,NO,M,4
2112,14260,107330,90,6,NO,32,1,356,YES,2200,1250,80,YES,NO,M,4
208,16040,138540,192,1,NO,32,1,297,YES,2200,1250,80,YES,NO,M,4
2249,11020,,110,2,YES,32,2,549,NO,1600,1165,100,YES,NO,F,2
3521,21800,152650,192,4,NO,32,1,379,NO,2000,1195,160,YES,YES,M,4
3593,11400,164780,110,5,YES,33,3,481,NO,1600,,100,NO,NO,F,2
1288,12310,156300,90,6,NO,31,1,369,NO,2000,1195,190,NO,NO,M,4
362,13760,113880,90,2,YES,31,1,507,YES,2200,1250,80,YES,NO,M,4
4582,20500,112230,192,4,YES,32,2,573,NO,1800,1170,100,YES,NO,F,4
1759,18790,129300,192,4,NO,32,2,303,NO,1800,,120,YES,NO,F,4
4241,8930,154610,90,2,NO,31,2,404,NO,1800,1170,100,NO,NO,F,4
2252,14580,120630,90,1,NO,33,1,400,NO,2000,1195,160,YES,NO,M,4
4196,13740,131430,90,2,YES,33,2,644,NO,1800,1165,100,YES,NO,F,4
2769,7990,116190,90,1,NO,32,1,327,NO,2000,1195,190,NO,NO,M,4
1197,18370,116660,110,4,NO,32,1,317,NO,1900,1186,160,YES,NO,M,4
1196,12330,115310,192,2,NO,32,1,303,YES,2200,1250,80,NO,NO,M,4
2764,18110,150590,192,4,NO,31,2,371,NO,1600,1165,100,YES,NO,F,2
4647,11630,130390,192,1,YES,32,2,445,NO,1800,1165,100,NO,NO,F,2
2034,16420,111560,90,4,NO,32,1,358,NO,2200,1195,210,YES,NO,M,4
2037,5990,160860,90,2,NO,30,2,380,NO,1900,1186,120,NO,NO,M,4
1803,12980,149930,192,5,NO,32,2,350,NO,1800,,100,NO,YES,F,4
128,20070,161940,192,4,NO,32,1,392,YES,2200,1250,80,YES,NO,M,4
163,14590,128850,110,4,NO,33,2,,NO,1800,1170,120,YES,NO,F,4
3932,11360,106970,192,4,NO,33,2,363,NO,1800,1170,120,NO,NO,F,4
4319,18640,142820,110,6,YES,32,1,445,NO,2000,1195,190,YES,YES,M,4
4325,9450,150140,90,4,NO,33,3,319,NO,1600,1165,100,NO,NO,F,2
1635,7320,148330,90,4,YES,32,1,472,NO,1900,1186,160,NO,NO,M,4
3909,16400,132200,90,5,NO,32,2,369,NO,1800,1170,100,YES,NO,F,4
1960,15660,132030,90,6,YES,32,1,500,YES,2200,1250,210,YES,NO,M,4
4937,13960,140400,70,5,YES,30,1,529,NO,1900,1186,160,YES,NO,M,4
4168,13250,147730,90,1,NO,33,1,346,YES,2200,1250,80,YES,NO,M,4
3762,21640,109370,192,6,NO,31,1,374,NO,2000,1195,190,YES,NO,M,4
4599,12590,124770,90,3,YES,30,1,516,NO,2200,1195,190,YES,NO,M,4
4653,16910,142250,192,1,NO,33,2,334,NO,1800,1170,120,YES,NO,F,4
243,10410,161980,192,4,NO,31,3,376,NO,1600,1165,100,NO,NO,F,2
3760,22520,124850,192,6,NO,32,2,331,NO,1800,1170,120,YES,NO,F,4
4823,9580,125990,90,5,NO,33,1,338,NO,1900,1186,160,NO,NO,M,4
3175,8110,119460,90,4,YES,31,2,555,NO,1600,1165,100,NO,NO,F,2
4060,14680,110260,110,3,YES,31,2,546,NO,1800,1170,120,YES,YES,M,4
4215,7520,128600,110,1,YES,32,3,644,NO,1600,1165,100,NO,NO,F,2
4395,16570,151520,192,3,NO,30,1,315,NO,2000,,190,YES,NO,M,4
131,14880,161310,90,4,YES,32,1,540,YES,2200,1250,80,YES,NO,M,4
2726,16160,114550,90,6,NO,33,1,364,NO,2200,1195,210,YES,NO,M,4
4419,20600,146620,192,6,YES,31,1,543,NO,1900,1186,160,YES,YES,M,4
3949,20060,156510,90,6,YES,31,2,476,NO,1800,1165,100,YES,NO,F,2
4109,8370,129260,90,3,NO,33,1,341,NO,1900,1186,160,NO,NO,M,4
2358,14100,162160,70,1,NO,30,3,390,NO,1600,1165,100,YES,NO,F,2
2239,14200,158720,90,2,NO,33,1,365,NO,1900,1186,160,YES,NO,M,4
2043,10290,109280,192,4,YES,32,1,,NO,1900,1195,160,NO,NO,M,4
202,12380,123560,192,6,NO,33,1,336,NO,2000,1195,190,NO,NO,M,4
2539,16520,157000,192,4,YES,33,2,555,NO,1800,1170,120,YES,NO,M,4
4610,14320,155830,110,3,YES,33,2,591,NO,1900,1170,120,YES,NO,M,4
3603,10430,142350,90,6,NO,31,1,320,NO,1900,1195,160,NO,NO,M,4
